"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 19, 2020","17.847","17.490","18.030","17.470","64.57K","1.94%"
"Jun 18, 2020","17.508","17.705","17.920","17.400","47.76K","-1.50%"
"Jun 17, 2020","17.775","17.630","17.815","17.515","43.10K","0.70%"
"Jun 16, 2020","17.652","17.520","17.790","17.465","65.04K","1.45%"
"Jun 15, 2020","17.399","17.560","17.630","17.015","75.74K","-1.06%"
"Jun 14, 2020","17.585","17.562","17.617","17.510","-","0.59%"
"Jun 12, 2020","17.482","17.755","17.870","17.470","60.63K","-2.28%"
"Jun 11, 2020","17.889","18.335","18.390","17.600","90.45K","0.52%"
"Jun 10, 2020","17.796","17.740","18.405","17.685","88.22K","0.01%"
"Jun 09, 2020","17.794","17.945","17.990","17.685","54.90K","-0.55%"
"Jun 08, 2020","17.893","17.545","17.980","17.495","61.18K","1.77%"
"Jun 07, 2020","17.582","17.575","17.595","17.512","-","0.59%"
"Jun 05, 2020","17.479","18.020","18.050","17.375","87.12K","-3.22%"
"Jun 04, 2020","18.061","17.965","18.130","17.785","56.56K","0.57%"
"Jun 03, 2020","17.958","18.395","18.405","17.675","72.24K","-1.65%"
"Jun 02, 2020","18.260","18.850","18.900","18.115","78.44K","-3.01%"
"Jun 01, 2020","18.827","18.635","18.950","18.455","62.65K","0.77%"
"May 31, 2020","18.683","18.470","18.755","18.470","-","0.99%"
"May 29, 2020","18.499","17.920","18.550","17.810","64.04K","2.96%"
"May 28, 2020","17.967","17.800","18.110","17.685","61.04K","1.18%"
"May 27, 2020","17.757","17.560","17.860","17.225","65.07K","0.92%"
"May 26, 2020","17.595","17.630","18.040","17.370","77.62K","-0.27%"
"May 25, 2020","17.642","17.637","17.685","17.370","-","-0.02%"
"May 24, 2020","17.645","17.675","17.703","17.617","-","-0.27%"
"May 22, 2020","17.693","17.435","17.770","17.190","51.24K","1.89%"
"May 21, 2020","17.364","18.055","18.060","17.260","74.68K","-3.70%"
"May 20, 2020","18.031","17.875","18.165","17.755","62.49K","0.73%"
"May 19, 2020","17.901","17.370","18.010","17.340","66.69K","2.48%"
"May 18, 2020","17.468","17.225","17.985","17.125","91.02K","0.74%"
"May 17, 2020","17.340","17.110","17.400","17.110","-","1.58%"
"May 15, 2020","17.070","16.185","17.150","16.155","80.68K","5.66%"
"May 14, 2020","16.156","15.755","16.225","15.660","52.22K","3.09%"
"May 13, 2020","15.671","15.625","15.910","15.545","42.56K","-0.24%"
"May 12, 2020","15.709","15.700","15.880","15.525","35.61K","0.18%"
"May 11, 2020","15.680","15.755","15.920","15.510","37.38K","-1.10%"
"May 10, 2020","15.855","15.790","15.870","15.750","-","0.49%"
"May 08, 2020","15.778","15.625","15.980","15.505","58.81K","1.21%"
"May 07, 2020","15.590","14.920","15.695","14.920","49.27K","3.83%"
"May 06, 2020","15.015","15.115","15.390","14.840","38.73K","-0.63%"
"May 05, 2020","15.110","14.845","15.200","14.760","32.04K","2.12%"
"May 04, 2020","14.796","15.075","15.225","14.760","37.06K","-1.16%"
"May 03, 2020","14.970","15.010","15.120","14.805","-","0.21%"
"May 01, 2020","14.938","15.075","15.150","14.820","32.19K","-0.23%"
"Apr 30, 2020","14.973","15.530","15.940","14.850","66.67K","-2.23%"
"Apr 29, 2020","15.315","15.330","15.605","15.235","42.10K","-0.08%"
"Apr 28, 2020","15.328","15.435","15.505","15.085","31.34K","-0.08%"
"Apr 27, 2020","15.341","15.490","15.635","15.300","19.48K","-0.16%"
"Apr 26, 2020","15.365","15.350","15.390","15.290","-","-0.52%"
"Apr 24, 2020","15.445","15.535","15.730","15.275","18.75K","-0.52%"
"Apr 23, 2020","15.526","15.450","15.885","15.355","17.54K","0.15%"
"Apr 22, 2020","15.503","15.075","15.535","14.895","15.04K","3.42%"
"Apr 21, 2020","14.991","15.675","15.710","14.715","18.39K","-4.82%"
"Apr 20, 2020","15.750","15.425","15.805","15.325","10.76K","3.31%"
"Apr 19, 2020","15.245","15.290","15.355","15.235","-","-1.29%"
"Apr 17, 2020","15.445","15.890","15.945","15.335","9.21K","-2.04%"
"Apr 16, 2020","15.766","15.790","16.045","15.585","9.44K","0.72%"
"Apr 15, 2020","15.654","16.250","16.255","15.625","10.53K","-4.20%"
"Apr 14, 2020","16.341","15.835","16.505","15.835","19.45K","3.84%"
"Apr 13, 2020","15.737","16.025","16.100","15.540","13.58K","-0.18%"
"Apr 12, 2020","15.765","15.865","15.973","15.732","-","-0.94%"
"Apr 10, 2020","15.915","15.915","15.915","15.915","-","-2.01%"
"Apr 09, 2020","16.242","15.255","16.300","15.245","20.02K","6.38%"
"Apr 08, 2020","15.268","15.340","15.480","15.180","12.74K","-1.70%"
"Apr 07, 2020","15.532","15.325","15.950","15.275","18.28K","2.13%"
"Apr 06, 2020","15.208","14.590","15.430","14.400","8.27K","4.67%"
"Apr 05, 2020","14.530","14.500","14.570","14.357","-","0.05%"
"Apr 03, 2020","14.523","14.655","14.765","14.465","4.38K","-1.11%"
"Apr 02, 2020","14.686","14.140","14.745","14.030","5.22K","4.72%"
"Apr 01, 2020","14.024","14.165","14.290","13.935","5.53K","-1.18%"
"Mar 31, 2020","14.191","14.255","14.500","14.090","7.65K","0.08%"
"Mar 30, 2020","14.179","14.730","14.745","13.995","6.31K","-2.57%"
"Mar 29, 2020","14.553","14.565","14.710","14.473","-","-0.21%"
"Mar 27, 2020","14.583","14.630","14.800","14.365","6.94K","-0.69%"
"Mar 26, 2020","14.685","14.765","14.975","14.395","4.26K","-1.14%"
"Mar 25, 2020","14.855","14.450","14.905","14.235","7.29K","4.15%"
"Mar 24, 2020","14.263","13.350","14.415","13.315","10.46K","7.14%"
"Mar 23, 2020","13.312","12.665","13.365","12.345","6.22K","7.05%"
"Mar 22, 2020","12.435","12.643","12.662","12.290","-","0.08%"
"Mar 20, 2020","12.425","12.110","13.140","12.090","7.17K","2.06%"
"Mar 19, 2020","12.174","12.025","12.355","11.830","4.23K","3.13%"
"Mar 18, 2020","11.805","12.735","12.895","11.680","8.80K","-5.76%"
"Mar 17, 2020","12.527","12.910","13.250","12.150","12.41K","-2.48%"
"Mar 16, 2020","12.845","15.110","15.150","11.800","12.13K","-13.09%"
"Mar 15, 2020","14.780","14.655","15.245","14.655","-","1.69%"
"Mar 13, 2020","14.534","15.830","15.890","14.460","7.26K","-9.39%"
"Mar 12, 2020","16.041","16.780","16.925","15.535","6.01K","-4.62%"
"Mar 11, 2020","16.818","16.945","17.145","16.710","3.50K","-1.06%"
"Mar 10, 2020","16.998","17.015","17.245","16.840","4.98K","-0.56%"
"Mar 09, 2020","17.094","17.505","17.625","16.595","10.09K","-2.28%"
"Mar 08, 2020","17.492","17.343","17.600","17.343","-","1.02%"
"Mar 06, 2020","17.315","17.545","17.610","17.070","5.58K","-0.76%"
"Mar 05, 2020","17.447","17.265","17.515","17.200","3.00K","0.82%"
"Mar 04, 2020","17.305","17.295","17.385","17.140","4.81K","0.32%"
"Mar 03, 2020","17.250","16.870","17.535","16.815","5.60K","2.65%"
"Mar 02, 2020","16.804","16.555","17.105","16.545","3.50K","1.44%"
"Mar 01, 2020","16.565","16.625","16.710","16.445","-","0.24%"
"Feb 28, 2020","16.525","17.840","17.960","16.470","11.37K","-7.22%"
"Feb 27, 2020","17.811","18.015","18.230","17.725","4.56K","-0.99%"
"Feb 26, 2020","17.990","18.115","18.315","17.910","3.71K","-1.94%"
"Feb 25, 2020","18.345","18.710","18.760","17.980","14.01K","-3.61%"
"Feb 24, 2020","19.033","18.800","19.075","18.690","5.31K","2.06%"
"Feb 23, 2020","18.648","18.457","18.793","18.457","-","-0.20%"
"Feb 21, 2020","18.686","18.550","18.765","18.505","1.87K","1.13%"
"Feb 20, 2020","18.477","18.560","18.565","18.380","4.22K","0.05%"
"Feb 19, 2020","18.468","18.305","18.555","18.295","1.98K","0.88%"
"Feb 18, 2020","18.306","17.865","18.355","17.865","3.16K","2.91%"
"Feb 17, 2020","17.788","17.712","17.863","17.703","-","0.40%"
"Feb 16, 2020","17.718","17.773","17.785","17.670","-","-0.94%"
"Feb 14, 2020","17.887","17.775","17.930","17.775","1.38K","0.63%"
"Feb 13, 2020","17.775","17.680","17.860","17.680","2.00K","0.70%"
"Feb 12, 2020","17.652","17.765","17.790","17.600","1.84K","-0.56%"
"Feb 11, 2020","17.751","17.920","17.945","17.705","2.71K","-1.07%"
"Feb 10, 2020","17.943","17.855","17.975","17.825","2.27K","1.22%"
"Feb 09, 2020","17.727","17.683","17.762","17.670","-","-0.68%"
"Feb 07, 2020","17.848","17.975","18.005","17.795","2.85K","-0.70%"
"Feb 06, 2020","17.974","17.805","18.025","17.795","1.01K","1.22%"
"Feb 05, 2020","17.758","17.695","17.855","17.625","0.82K","0.24%"
"Feb 04, 2020","17.716","17.825","17.890","17.670","0.81K","-0.62%"
"Feb 03, 2020","17.826","18.225","18.225","17.765","0.90K","-1.33%"
"Feb 02, 2020","18.067","18.115","18.117","18.020","-","-0.54%"
"Jan 31, 2020","18.165","17.970","18.230","17.920","1.05K","0.10%"
"Jan 30, 2020","18.147","17.750","18.170","17.725","1.01K","2.85%"
"Jan 29, 2020","17.644","17.605","17.715","17.545","0.69K","0.16%"
"Jan 28, 2020","17.615","18.260","18.260","17.600","0.79K","-3.29%"
"Jan 27, 2020","18.215","18.440","18.480","18.210","0.65K","-0.02%"
"Jan 26, 2020","18.218","18.115","18.370","18.115","-","-0.30%"
"Jan 24, 2020","18.272","17.955","18.295","17.925","1.03K","1.58%"
"Jan 23, 2020","17.988","18.000","18.010","17.800","0.40K","-0.01%"
"Jan 22, 2020","17.989","17.990","18.070","17.940","1.50K","0.11%"
"Jan 21, 2020","17.970","18.220","18.300","17.785","0.81K","-0.57%"
"Jan 20, 2020","18.073","18.045","18.133","18.003","-","0.17%"
"Jan 19, 2020","18.043","18.032","18.060","18.027","-","-1.06%"
"Jan 17, 2020","18.236","18.135","18.325","18.095","0.59K","0.74%"
"Jan 16, 2020","18.102","18.165","18.200","18.040","0.22K","-0.26%"
"Jan 15, 2020","18.150","18.000","18.190","17.925","1.01K","1.36%"
"Jan 14, 2020","17.906","18.115","18.115","17.855","2.36K","-1.42%"
"Jan 13, 2020","18.164","18.235","18.235","18.110","1.72K","0.48%"
"Jan 12, 2020","18.078","18.135","18.150","18.052","-","-1.07%"
"Jan 10, 2020","18.273","18.090","18.330","18.050","2.86K","0.93%"
"Jan 09, 2020","18.105","18.370","18.375","17.990","2.27K","-1.26%"
"Jan 08, 2020","18.336","18.695","18.980","18.280","2.27K","-1.22%"
"Jan 07, 2020","18.562","18.325","18.615","18.210","1.85K","1.18%"
"Jan 06, 2020","18.346","18.350","18.695","18.225","4.18K","0.74%"
"Jan 05, 2020","18.212","18.098","18.343","18.098","-","-0.58%"
"Jan 03, 2020","18.319","18.275","18.455","18.220","1.42K","0.58%"
"Jan 02, 2020","18.213","18.085","18.270","18.000","0.73K","1.53%"
