"Date","Price","Open","High","Low","Vol.","Change %"
"May 20, 2019","122.16","122.16","122.16","122.16","-","0.38%"
"May 17, 2019","121.70","121.99","121.99","121.99","-","-0.77%"
"May 16, 2019","122.64","122.93","122.93","122.93","-","-0.79%"
"May 15, 2019","123.62","123.91","123.91","123.91","-","-0.02%"
"May 14, 2019","123.64","123.93","123.93","123.93","-","-0.25%"
"May 13, 2019","123.95","124.25","124.25","124.25","-","0.82%"
"May 10, 2019","122.94","123.23","123.23","123.23","-","0.20%"
"May 09, 2019","122.69","122.99","123.23","122.99","-","0.20%"
"May 08, 2019","122.45","122.74","122.74","122.74","-","-0.08%"
"May 07, 2019","122.55","122.85","122.85","122.85","-","0.22%"
"May 06, 2019","122.28","122.58","122.58","122.58","-","0.00%"
"May 03, 2019","122.28","122.58","122.58","122.58","-","0.82%"
"May 02, 2019","121.28","121.57","121.57","121.57","-","-1.12%"
"Apr 30, 2019","122.65","122.94","122.94","122.94","-","0.33%"
"Apr 29, 2019","122.25","122.55","122.55","122.55","-","-0.63%"
"Apr 26, 2019","123.03","123.33","123.33","123.33","-","0.74%"
"Apr 25, 2019","122.13","122.43","122.43","122.43","-","0.17%"
"Apr 24, 2019","121.92","122.21","122.21","122.21","-","0.54%"
"Apr 23, 2019","121.26","121.56","121.56","121.56","-","-0.30%"
"Apr 18, 2019","121.63","122.18","122.18","122.18","-","-0.02%"
"Apr 17, 2019","121.65","122.20","122.20","122.20","-","-0.01%"
"Apr 16, 2019","121.66","122.20","122.20","122.20","-","-1.04%"
"Apr 15, 2019","122.94","123.49","123.49","123.49","-","-0.38%"
"Apr 12, 2019","123.41","123.97","123.97","123.97","-","-0.17%"
"Apr 11, 2019","123.62","124.18","124.18","124.18","-","-1.10%"
"Apr 10, 2019","124.99","125.55","125.55","125.55","-","0.30%"
"Apr 09, 2019","124.62","125.18","125.18","125.18","-","0.53%"
"Apr 08, 2019","123.96","124.51","124.51","124.51","-","0.44%"
"Apr 05, 2019","123.42","123.98","123.98","123.98","-","0.24%"
"Apr 04, 2019","123.12","123.67","123.67","123.67","-","-0.15%"
"Apr 03, 2019","123.31","123.86","123.86","123.86","-","-0.06%"
"Apr 02, 2019","123.39","123.94","123.94","123.94","-","-0.11%"
"Apr 01, 2019","123.52","124.07","124.07","124.07","-","-0.26%"
"Mar 29, 2019","123.84","124.40","124.40","124.40","-","0.51%"
"Mar 28, 2019","123.21","123.77","123.77","123.77","-","-1.63%"
"Mar 27, 2019","125.25","125.82","125.82","125.82","-","-0.32%"
"Mar 26, 2019","125.65","126.22","126.22","126.22","-","-0.59%"
"Mar 25, 2019","126.40","126.97","126.97","126.97","-","0.69%"
"Mar 22, 2019","125.54","126.11","126.11","126.11","-","0.63%"
"Mar 21, 2019","124.75","125.32","125.32","125.32","-","0.26%"
"Mar 20, 2019","124.43","124.99","124.99","124.99","-","-0.52%"
"Mar 19, 2019","125.08","125.65","125.65","125.65","-","0.26%"
"Mar 18, 2019","124.76","125.32","125.32","125.32","-","0.37%"
"Mar 15, 2019","124.30","125.17","125.17","125.17","-","0.50%"
"Mar 14, 2019","123.68","124.54","124.54","124.54","-","-0.97%"
"Mar 13, 2019","124.89","125.76","125.76","125.76","-","0.81%"
"Mar 12, 2019","123.89","124.75","124.75","124.75","-","0.41%"
"Mar 11, 2019","123.39","124.25","124.25","124.25","-","-0.57%"
"Mar 08, 2019","124.10","124.97","124.97","124.97","-","1.06%"
"Mar 07, 2019","122.80","122.80","123.65","122.80","-","-0.04%"
"Mar 06, 2019","122.85","122.85","122.85","122.85","-","0.11%"
"Mar 05, 2019","122.71","122.71","122.71","122.71","-","-0.20%"
"Mar 04, 2019","122.96","122.96","122.96","122.96","-","-1.28%"
"Mar 01, 2019","124.55","124.55","124.55","124.55","-","-0.91%"
"Feb 28, 2019","125.70","125.70","125.70","125.70","-","-0.48%"
"Feb 27, 2019","126.30","126.30","126.30","126.30","-","-0.41%"
"Feb 26, 2019","126.82","126.82","126.82","126.82","-","-0.08%"
"Feb 25, 2019","126.92","126.92","126.92","126.92","-","-0.21%"
"Feb 22, 2019","127.19","127.19","127.19","127.19","-","-0.12%"
"Feb 21, 2019","127.34","127.34","127.34","127.34","-","-0.98%"
"Feb 20, 2019","128.60","128.60","128.60","128.60","-","0.51%"
"Feb 19, 2019","127.95","127.95","127.95","127.95","-","0.82%"
"Feb 18, 2019","126.91","126.91","126.91","126.91","-","0.97%"
"Feb 15, 2019","125.69","125.95","125.95","125.95","-","0.38%"
"Feb 14, 2019","125.21","125.46","125.46","125.46","-","-0.24%"
"Feb 13, 2019","125.51","125.76","125.76","125.76","-","0.31%"
"Feb 12, 2019","125.12","125.37","125.37","125.37","-","0.02%"
"Feb 11, 2019","125.09","125.34","125.34","125.34","-","-0.36%"
"Feb 08, 2019","125.54","125.80","125.80","125.80","-","0.34%"
"Feb 07, 2019","125.12","125.38","125.38","125.38","-","-0.22%"
"Feb 06, 2019","125.39","125.65","125.65","125.65","-","-0.21%"
"Feb 05, 2019","125.65","125.91","125.91","125.91","-","0.03%"
"Feb 04, 2019","125.61","125.87","125.87","125.87","-","-0.33%"
"Feb 01, 2019","126.03","126.29","126.29","126.29","-","-0.26%"
"Jan 31, 2019","126.36","126.62","126.62","126.62","-","0.77%"
"Jan 30, 2019","125.40","125.66","125.66","125.66","-","0.14%"
"Jan 29, 2019","125.23","125.49","125.49","125.49","-","0.47%"
"Jan 28, 2019","124.65","124.91","124.91","124.91","-","0.23%"
"Jan 25, 2019","124.37","124.63","124.63","124.63","-","1.33%"
"Jan 24, 2019","122.74","123.00","123.00","123.00","-","-0.14%"
"Jan 23, 2019","122.91","123.17","123.17","123.17","-","0.25%"
"Jan 22, 2019","122.60","122.86","122.86","122.86","-","0.07%"
"Jan 21, 2019","122.52","122.78","122.78","122.78","-","0.00%"
"Jan 18, 2019","122.52","123.04","123.04","123.04","-","-0.73%"
"Jan 17, 2019","123.42","123.94","123.94","123.94","-","-0.19%"
"Jan 16, 2019","123.66","124.18","124.18","124.18","-","0.42%"
"Jan 15, 2019","123.14","123.66","123.66","123.66","-","-0.16%"
"Jan 14, 2019","123.34","123.86","123.86","123.86","-","0.04%"
"Jan 11, 2019","123.29","123.81","123.81","123.81","-","0.13%"
"Jan 10, 2019","123.13","123.66","123.66","123.66","-","-0.17%"
"Jan 09, 2019","123.34","123.87","123.87","123.87","-","0.46%"
"Jan 08, 2019","122.78","123.31","123.31","123.31","-","-0.24%"
"Jan 07, 2019","123.07","123.60","123.60","123.60","-","0.26%"
"Jan 04, 2019","122.75","123.27","123.27","123.27","-","-0.58%"
"Jan 03, 2019","123.46","123.99","123.99","123.99","-","0.42%"
"Jan 02, 2019","122.94","123.46","123.46","123.46","-","0.49%"
"Dec 28, 2018","122.34","122.86","122.86","122.86","-","0.35%"
"Dec 27, 2018","121.91","122.43","122.43","122.43","-","1.32%"
"Dec 21, 2018","120.32","121.09","121.09","121.09","-","0.07%"
"Dec 20, 2018","120.24","121.01","121.01","121.01","-","0.25%"
"Dec 19, 2018","119.94","120.70","120.70","120.70","-","0.52%"
"Dec 18, 2018","119.32","120.08","120.08","120.08","-","0.40%"
"Dec 17, 2018","118.84","119.59","119.59","119.59","-","0.30%"
"Dec 14, 2018","118.48","119.24","119.24","119.24","-","-0.32%"
"Dec 13, 2018","118.86","118.86","119.61","118.86","-","-0.26%"
"Dec 12, 2018","119.17","119.17","119.17","119.17","-","0.24%"
"Dec 11, 2018","118.88","118.88","118.88","118.88","-","-0.30%"
"Dec 10, 2018","119.24","119.24","119.24","119.24","-","0.03%"
"Dec 07, 2018","119.20","119.20","119.20","119.20","-","0.36%"
"Dec 06, 2018","118.77","118.77","118.77","118.77","-","0.33%"
"Dec 05, 2018","118.38","118.38","118.38","118.38","-","-0.14%"
"Dec 04, 2018","118.55","118.55","118.55","118.55","-","0.36%"
"Dec 03, 2018","118.12","118.12","118.12","118.12","-","1.17%"
"Nov 30, 2018","116.75","116.75","116.75","116.75","-","-0.46%"
"Nov 29, 2018","117.29","117.29","117.29","117.29","-","0.94%"
"Nov 28, 2018","116.20","116.20","116.20","116.20","-","0.01%"
"Nov 27, 2018","116.19","116.19","116.19","116.19","-","-0.79%"
"Nov 26, 2018","117.11","117.11","117.11","117.11","-","-0.06%"
"Nov 23, 2018","117.18","117.18","117.18","117.18","-","-0.32%"
"Nov 22, 2018","117.56","117.56","117.56","117.56","-","0.01%"
"Nov 21, 2018","117.55","117.55","117.55","117.55","-","0.29%"
"Nov 20, 2018","117.21","117.21","117.21","117.21","-","0.03%"
"Nov 19, 2018","117.17","117.17","117.17","117.17","-","0.40%"
"Nov 16, 2018","116.70","116.99","116.99","116.99","-","0.69%"
"Nov 15, 2018","115.90","116.19","116.19","116.19","-","0.82%"
"Nov 14, 2018","114.96","115.24","115.24","115.24","-","-0.10%"
"Nov 13, 2018","115.07","115.36","115.36","115.36","-","-0.04%"
"Nov 12, 2018","115.12","115.41","115.41","115.41","-","-0.48%"
"Nov 09, 2018","115.67","115.95","115.95","115.95","-","-1.25%"
"Nov 08, 2018","117.14","117.42","117.42","117.42","-","-0.26%"
"Nov 07, 2018","117.45","117.74","117.74","117.74","-","0.06%"
"Nov 06, 2018","117.38","117.67","117.67","117.67","-","-0.33%"
"Nov 05, 2018","117.77","118.06","118.06","118.06","-","-0.07%"
"Nov 02, 2018","117.85","118.13","118.13","118.13","-","-0.08%"
"Nov 01, 2018","117.95","118.23","118.23","118.23","-","1.41%"
"Oct 31, 2018","116.31","116.58","116.58","116.58","-","-0.68%"
"Oct 30, 2018","117.11","117.39","117.39","117.39","-","-0.49%"
"Oct 29, 2018","117.69","117.97","117.97","117.97","-","-0.87%"
"Oct 26, 2018","118.72","119.00","119.00","119.00","-","0.86%"
"Oct 25, 2018","117.71","117.99","117.99","117.99","-","0.03%"
"Oct 24, 2018","117.67","117.95","117.95","117.95","-","-0.33%"
"Oct 23, 2018","118.06","118.34","118.34","118.34","-","0.98%"
"Oct 22, 2018","116.92","117.19","117.19","117.19","-","-0.32%"
"Oct 19, 2018","117.30","117.79","117.79","117.79","-","-0.03%"
"Oct 18, 2018","117.34","117.83","117.83","117.83","-","-0.03%"
"Oct 17, 2018","117.37","117.37","117.37","117.37","-","-0.11%"
"Oct 16, 2018","117.50","118.00","118.00","118.00","-","0.16%"
"Oct 15, 2018","117.31","117.79","117.79","117.79","-","0.55%"
"Oct 12, 2018","116.67","117.15","117.15","117.15","-","0.31%"
"Oct 11, 2018","116.31","116.79","117.15","116.79","-","2.27%"
"Oct 10, 2018","113.73","114.20","114.20","114.20","-","-0.04%"
"Oct 09, 2018","113.78","114.25","114.25","114.25","-","0.42%"
"Oct 08, 2018","113.30","113.77","113.77","113.77","-","-1.51%"
"Oct 05, 2018","115.04","115.51","115.51","115.51","-","-0.03%"
"Oct 04, 2018","115.08","115.55","115.55","115.55","-","0.31%"
"Oct 03, 2018","114.72","115.19","115.19","115.19","-","-0.71%"
"Oct 02, 2018","115.54","116.01","116.01","116.01","-","1.55%"
"Oct 01, 2018","113.78","114.25","114.25","114.25","-","-0.39%"
"Sep 28, 2018","114.22","114.69","114.69","114.69","-","0.84%"
"Sep 27, 2018","113.27","113.73","113.73","113.73","-","-1.00%"
"Sep 26, 2018","114.41","114.87","114.87","114.87","-","-0.64%"
"Sep 25, 2018","115.15","115.61","115.61","115.61","-","0.09%"
"Sep 24, 2018","115.05","115.52","115.52","115.52","-","0.48%"
"Sep 21, 2018","114.50","115.17","115.17","115.17","-","-0.57%"
"Sep 20, 2018","115.16","115.82","115.82","115.82","-","0.05%"
"Sep 19, 2018","115.10","115.77","115.77","115.77","-","0.36%"
"Sep 18, 2018","114.69","115.35","115.35","115.35","-","-0.33%"
"Sep 17, 2018","115.07","115.74","115.74","115.74","-","0.47%"
"Sep 14, 2018","114.53","115.20","115.20","115.20","-","-0.56%"
"Sep 13, 2018","115.17","115.17","115.84","115.17","-","0.02%"
"Sep 12, 2018","115.15","115.15","115.15","115.15","-","0.80%"
"Sep 11, 2018","114.24","114.24","114.24","114.24","-","-0.30%"
"Sep 10, 2018","114.58","114.58","114.58","114.58","-","-0.09%"
"Sep 07, 2018","114.68","114.68","114.68","114.68","-","-0.13%"
"Sep 06, 2018","114.83","114.83","114.83","114.83","-","0.16%"
"Sep 05, 2018","114.65","114.65","114.65","114.65","-","0.49%"
"Sep 04, 2018","114.09","114.09","114.09","114.09","-","-0.84%"
"Sep 03, 2018","115.06","115.06","115.06","115.06","-","-0.01%"
"Aug 31, 2018","115.07","115.07","115.07","115.07","-","0.14%"
"Aug 30, 2018","114.91","114.91","114.91","114.91","-","-0.34%"
"Aug 29, 2018","115.30","115.30","115.30","115.30","-","-0.47%"
"Aug 28, 2018","115.84","115.84","115.84","115.84","-","0.16%"
"Aug 27, 2018","115.65","115.65","115.65","115.65","-","0.00%"
"Aug 24, 2018","115.65","115.65","115.65","115.65","-","1.42%"
"Aug 23, 2018","114.03","114.03","114.03","114.03","-","-0.44%"
"Aug 22, 2018","114.53","114.53","114.53","114.53","-","0.48%"
"Aug 21, 2018","113.98","113.98","113.98","113.98","-","0.18%"
"Aug 20, 2018","113.78","113.78","113.78","113.78","-","0.77%"
"Aug 17, 2018","112.91","113.16","113.16","113.16","-","0.08%"
"Aug 16, 2018","112.82","113.06","113.06","113.06","-","-0.03%"
"Aug 15, 2018","112.85","113.10","113.10","113.10","-","-1.51%"
"Aug 14, 2018","114.58","114.83","114.83","114.83","-","0.08%"
"Aug 13, 2018","114.49","114.74","114.74","114.74","-","-1.47%"
"Aug 10, 2018","116.20","116.46","116.46","116.46","-","-0.07%"
"Aug 09, 2018","116.28","116.54","116.54","116.54","-","0.38%"
"Aug 08, 2018","115.84","116.09","116.09","116.09","-","-0.13%"
"Aug 07, 2018","115.99","116.25","116.25","116.25","-","0.03%"
"Aug 06, 2018","115.96","116.22","116.22","116.22","-","-0.71%"
"Aug 03, 2018","116.79","117.05","117.05","117.05","-","0.43%"
"Aug 02, 2018","116.29","116.55","116.55","116.55","-","-0.33%"
"Aug 01, 2018","116.67","116.93","116.93","116.93","-","-0.44%"
"Jul 31, 2018","117.19","117.45","117.45","117.45","-","-0.09%"
"Jul 30, 2018","117.30","117.56","117.56","117.56","-","-0.05%"
"Jul 27, 2018","117.36","117.62","117.62","117.62","-","-0.23%"
"Jul 26, 2018","117.63","117.89","117.89","117.89","-","-0.12%"
"Jul 25, 2018","117.77","118.03","118.03","118.03","-","0.23%"
"Jul 24, 2018","117.50","117.76","117.76","117.76","-","0.11%"
"Jul 23, 2018","117.37","117.63","117.63","117.63","-","-0.15%"
"Jul 20, 2018","117.55","118.02","118.02","118.02","-","0.94%"
"Jul 19, 2018","116.46","116.92","116.92","116.92","-","-0.76%"
"Jul 18, 2018","117.35","117.82","117.82","117.82","-","-0.27%"
"Jul 17, 2018","117.67","118.14","118.14","118.14","-","-0.77%"
"Jul 16, 2018","118.58","119.05","119.05","119.05","-","-0.33%"
"Jul 13, 2018","118.97","119.45","119.45","119.45","-","-0.42%"
"Jul 12, 2018","119.47","119.95","119.95","119.95","-","0.08%"
"Jul 11, 2018","119.38","119.85","119.85","119.85","-","-0.68%"
"Jul 10, 2018","120.20","120.68","120.68","120.68","-","-0.50%"
"Jul 09, 2018","120.81","121.30","121.30","121.30","-","0.51%"
"Jul 06, 2018","120.20","120.68","120.68","120.68","-","-0.32%"
"Jul 05, 2018","120.59","121.08","121.08","121.08","-","0.16%"
"Jul 04, 2018","120.40","120.88","120.88","120.88","-","0.02%"
"Jul 03, 2018","120.37","120.85","120.85","120.85","-","0.91%"
"Jul 02, 2018","119.28","119.75","119.75","119.75","-","-0.57%"
"Jun 29, 2018","119.96","120.44","120.44","120.44","-","0.09%"
"Jun 28, 2018","119.85","120.33","120.33","120.33","-","-0.26%"
"Jun 27, 2018","120.16","120.65","120.65","120.65","-","-0.60%"
"Jun 26, 2018","120.88","121.37","121.37","121.37","-","-0.48%"
"Jun 25, 2018","121.46","121.94","121.94","121.94","-","-0.25%"
"Jun 22, 2018","121.76","122.25","122.25","122.25","-","0.16%"
"Jun 21, 2018","121.57","122.06","122.06","122.06","-","-0.51%"
"Jun 20, 2018","122.19","122.68","122.68","122.68","-","-0.09%"
"Jun 19, 2018","122.30","122.78","122.78","122.78","-","-0.32%"
"Jun 18, 2018","122.69","123.18","123.18","123.18","-","0.09%"
"Jun 15, 2018","122.58","123.34","123.34","123.34","-","-1.90%"
"Jun 14, 2018","124.96","125.74","125.74","123.34","-","0.50%"
"Jun 13, 2018","124.34","125.11","125.11","125.11","-","-0.03%"
"Jun 12, 2018","124.38","125.16","125.16","125.16","-","-0.22%"
"Jun 11, 2018","124.65","125.43","125.43","125.43","-","0.27%"
"Jun 08, 2018","124.32","125.10","125.10","125.10","-","-0.03%"
"Jun 07, 2018","124.36","124.36","125.13","124.36","-","-0.12%"
"Jun 06, 2018","124.51","124.51","124.51","124.51","-","0.27%"
"Jun 05, 2018","124.17","124.17","124.17","124.17","-","0.18%"
"Jun 04, 2018","123.95","123.95","123.95","123.95","-","-0.33%"
"Jun 01, 2018","124.36","124.36","124.36","124.36","-","-0.39%"
"May 31, 2018","124.85","124.85","124.85","124.85","-","0.01%"
"May 30, 2018","124.84","124.84","124.84","124.84","-","0.00%"
"May 29, 2018","124.84","124.84","124.84","124.84","-","-0.15%"
"May 28, 2018","125.03","125.03","125.03","125.03","-","0.00%"
"May 25, 2018","125.03","125.03","125.03","125.03","-","-0.10%"
"May 24, 2018","125.15","125.15","125.15","125.15","-","0.94%"
"May 23, 2018","123.98","123.98","123.98","123.98","-","0.08%"
"May 22, 2018","123.88","123.88","123.88","123.88","-","0.13%"
"May 21, 2018","123.72","123.72","123.72","123.72","-","-0.01%"
"May 18, 2018","123.73","123.95","123.95","123.95","-","0.20%"
"May 17, 2018","123.48","123.70","123.70","123.70","-","0.03%"
"May 16, 2018","123.44","123.65","123.65","123.65","-","-0.45%"
"May 15, 2018","124.00","124.22","124.22","124.22","-","-1.88%"
"May 14, 2018","126.38","126.61","126.61","126.61","-","-0.14%"
"May 11, 2018","126.56","126.78","126.78","126.78","-","0.18%"
"May 10, 2018","126.33","126.56","126.56","126.56","-","0.33%"
"May 09, 2018","125.92","126.15","126.15","126.15","-","0.43%"
"May 08, 2018","125.38","125.61","125.61","125.61","-","-0.20%"
"May 07, 2018","125.63","125.86","125.86","125.86","-","0.00%"
"May 04, 2018","125.63","125.86","125.86","125.86","-","-0.26%"
"May 03, 2018","125.96","126.19","126.19","126.19","-","0.56%"
"May 02, 2018","125.26","125.48","125.48","125.48","-","-0.56%"
"Apr 30, 2018","125.97","126.20","126.20","126.20","-","-0.64%"
"Apr 27, 2018","126.78","127.01","127.01","127.01","-","0.34%"
"Apr 26, 2018","126.35","126.57","126.57","126.57","-","-0.29%"
"Apr 25, 2018","126.72","126.94","126.94","126.94","-","-0.63%"
"Apr 24, 2018","127.52","127.74","127.74","127.74","-","0.40%"
"Apr 23, 2018","127.01","127.24","127.24","127.24","-","-0.96%"
"Apr 20, 2018","128.24","128.70","128.70","128.70","-","-0.41%"
"Apr 19, 2018","128.77","129.23","129.23","129.23","-","-0.53%"
"Apr 18, 2018","129.45","129.91","129.91","129.91","-","0.51%"
"Apr 17, 2018","128.79","129.25","129.25","129.25","-","-0.33%"
"Apr 16, 2018","129.21","129.67","129.67","129.67","-","0.19%"
"Apr 13, 2018","128.97","129.43","129.43","129.43","-","0.67%"
"Apr 12, 2018","128.11","128.57","128.57","128.57","-","-1.95%"
"Apr 11, 2018","130.66","131.13","131.13","131.13","-","1.95%"
"Apr 10, 2018","128.16","128.62","128.62","128.62","-","0.23%"
"Apr 09, 2018","127.86","128.31","128.31","128.31","-","0.04%"
"Apr 06, 2018","127.81","128.27","128.27","128.27","-","0.67%"
"Apr 05, 2018","126.96","127.40","127.40","127.40","-","-0.89%"
"Apr 04, 2018","128.10","128.55","128.55","128.55","-","0.25%"
"Apr 03, 2018","127.78","128.22","128.22","128.22","-","0.72%"
"Mar 29, 2018","126.87","127.32","127.32","127.32","-","-0.52%"
